1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 17, 11, 13, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 3, 17, 11, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
17, 11, 13, 12, 15, 10, 8, 18, 9, 4, 16, 14, 7, 5, 2, 1, 3, 6, 
1, 2, 5, 7, 14, 16, 4, 9, 18, 8, 10, 15, 12, 13, 11, 17, 3, 6, 
